34900000010본청                                                                                                                                                                                                                                                                                                        2024401사회복지기금                                                                                                                                                                                                                                                                                                202406108980000             0                   0                   8980000             8980000             0                   0                   8980000             0                   0                   8980000             0                   0                   0                   0                   0                   -8980000            0                   088
35105000010본청                                                                                                                                                                                                                                                                                                        2024210주차장사업특별회계                                                                                                                                                                                                                                                                                          20240610-9480032            0                   0                   -9480032            -9351662            0                   0                   620000              0                   0                   620000              0                   0                   0                   0                   0                   -748370             0                   088
35200000010본청                                                                                                                                                                                                                                                                                                        2024220주차장 특별회계                                                                                                                                                                                                                                                                                             20240610500000000           0                   0                   500000000           0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   500000000           0                   088
35400000010본청                                                                                                                                                                                                                                                                                                        2024100일반회계                                                                                                                                                                                                                                                                                                    202406103186743350          -2461210            0                   3184282140          0                   0                   0                   310749260           0                   0                   310749260           0                   0                   0                   0                   0                   2873532880          0                   088
35400000010본청                                                                                                                                                                                                                                                                                                        2024100주차장특별회계                                                                                                                                                                                                                                                                                              202406102366400             0                   0                   2366400             2366400             0                   0                   2366400             0                   0                   2366400             0                   0                   0                   0                   0                   -2366400            0                   088
35500000010본청                                                                                                                                                                                                                                                                                                        2024220주차장 특별회계                                                                                                                                                                                                                                                                                             20240610678230              0                   0                   678230              678230              0                   0                   678230              0                   0                   678230              0                   0                   0                   0                   0                   -678230             0                   088
35500000010본청                                                                                                                                                                                                                                                                                                        2024410사회복지기금                                                                                                                                                                                                                                                                                                202406100                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   088
62800000010본청                                                                                                                                                                                                                                                                                                        2024100일반회계                                                                                                                                                                                                                                                                                                    202406101749286940          -689444870          0                   1059842070          0                   0                   0                   7452670             0                   0                   7452670             0                   0                   0                   0                   0                   1052389400          0                   088
34900000010본청                                                                                                                                                                                                                                                                                                        2024230주차장                                                                                                                                                                                                                                                                                                      20240610143700              0                   0                   143700              143700              0                   0                   5771330             0                   0                   5771330             0                   0                   0                   0                   0                   -5771330            0                   088
35000000010본청                                                                                                                                                                                                                                                                                                        2024100일반회계                                                                                                                                                                                                                                                                                                    20240610456083000           0                   0                   456083000           0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   456083000           0                   088
35000000010본청                                                                                                                                                                                                                                                                                                        2024215의료급여기금                                                                                                                                                                                                                                                                                                202406100                   0                   0                   0                   0                   0                   0                   2220000             0                   0                   2220000             0                   0                   0                   0                   0                   -2220000            0                   088
35000000010본청                                                                                                                                                                                                                                                                                                        2024901기타회계                                                                                                                                                                                                                                                                                                    20240610909920              0                   0                   909920              0                   0                   0                   638754610           0                   0                   638754610           0                   0                   0                   0                   0                   -637844690          0                   088
35105000010본청                                                                                                                                                                                                                                                                                                        2024220의료급여기금특별회계                                                                                                                                                                                                                                                                                        202406100                   0                   0                   0                   0                   0                   0                   210000              0                   0                   210000              0                   0                   0                   0                   0                   -210000             0                   088
35300000010본청                                                                                                                                                                                                                                                                                                        2024203주차장특별회계                                                                                                                                                                                                                                                                                              202406105594140             0                   0                   5594140             5594140             0                   0                   5594140             0                   0                   5594140             0                   0                   0                   0                   0                   -5594140            0                   088
35105000010본청                                                                                                                                                                                                                                                                                                        2024100일반회계                                                                                                                                                                                                                                                                                                    202406102366138000          -6000               0                   2366132000          0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   2366132000          0                   088
62800000010본청                                                                                                                                                                                                                                                                                                        2024221소방특별회계                                                                                                                                                                                                                                                                                                202406101308326017          0                   0                   1308326017          1308326017          0                   0                   1576675430          -40000              0                   1576635430          0                   0                   0                   0                   0                   -1576635430         0                   088
62800000010본청                                                                                                                                                                                                                                                                                                        2024228원도심활성화특별회계                                                                                                                                                                                                                                                                                        2024061064520500            0                   0                   64520500            0                   0                   0                   64520500            0                   0                   64520500            0                   0                   0                   0                   0                   0                   0                   088
62800000010본청                                                                                                                                                                                                                                                                                                        2024275도시교통사업특별회계                                                                                                                                                                                                                                                                                        20240610228898830           0                   0                   228898830           0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   228898830           0                   088
62800000010본청                                                                                                                                                                                                                                                                                                        2024310수도사업특별회계                                                                                                                                                                                                                                                                                            20240610440456380           -74520              0                   440381860           440456380           0                   0                   440456380           0                   0                   440456380           0                   0                   0                   0                   0                   -440530900          0                   088
62800000010본청                                                                                                                                                                                                                                                                                                        2024217인천광역시수도권매립지주변지역환경개선특별회계                                                                                                                                                                                                                                                              202406105341460             0                   0                   5341460             0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   5341460             0                   088
34900000010본청                                                                                                                                                                                                                                                                                                        2024406재난관리기금                                                                                                                                                                                                                                                                                                202406101650000             0                   0                   1650000             1650000             0                   0                   11418000            0                   0                   11418000            0                   0                   0                   0                   0                   -11418000           0                   088
35300000010본청                                                                                                                                                                                                                                                                                                        2024201의료급여기금특별회계                                                                                                                                                                                                                                                                                        202406100                   0                   0                   0                   0                   0                   0                   0                   -428250             0                   -428250             0                   0                   0                   0                   0                   428250              0                   088
